,GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,RushDirection,Time Left
11617,2020091400,2020-09-14,2,2,43,NYG,PIT,2,11,48,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,163.0
11619,2020091400,2020-09-14,2,2,0,NYG,PIT,3,18,41,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,120.0
11624,2020091400,2020-09-14,3,14,53,PIT,NYG,1,10,34,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1793.0
11625,2020091400,2020-09-14,3,14,18,PIT,NYG,2,7,37,14,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,1758.0
11626,2020091400,2020-09-14,3,10,30,NYG,PIT,2,5,28,4,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1530.0
11627,2020091310,2020-09-13,3,6,16,TB,NO,1,10,11,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1276.0
11628,2020091310,2020-09-13,3,5,42,TB,NO,2,10,11,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1242.0
11629,2020091310,2020-09-13,3,5,9,TB,NO,3,1,20,23,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1209.0
11630,2020091310,2020-09-13,3,2,22,NO,TB,1,10,25,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1042.0
11631,2020091310,2020-09-13,3,1,46,NO,TB,2,5,30,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,1006.0
11632,2020091310,2020-09-13,3,1,0,NO,TB,3,2,33,-5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,960.0
11634,2020091310,2020-09-13,3,0,7,TB,NO,1,10,22,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,907.0
11635,2020091310,2020-09-13,4,8,1,TB,NO,1,10,25,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,481.0
11636,2020091310,2020-09-13,4,7,58,TB,NO,2,10,25,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,478.0
11637,2020091310,2020-09-13,4,7,54,TB,NO,3,10,25,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,474.0
11639,2020091310,2020-09-13,4,7,39,NO,TB,1,10,36,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,459.0
11640,2020091310,2020-09-13,4,6,54,NO,TB,2,13,33,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,414.0
11641,2020091310,2020-09-13,4,6,13,NO,TB,3,11,35,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,373.0
11643,2020091310,2020-09-13,4,5,59,TB,NO,1,10,10,9,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,359.0
11644,2020091310,2020-09-13,4,5,40,TB,NO,2,1,19,15,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,340.0
11646,2020091310,2020-09-13,4,0,23,TB,NO,1,10,1,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,23.0
11648,2020091311,2020-09-13,1,15,0,SF,ARI,1,10,25,5,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,1,0,,1800.0
11649,2020091311,2020-09-13,1,14,42,SF,ARI,1,10,45,14,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1782.0
11651,2020091311,2020-09-13,1,11,50,ARI,SF,1,10,25,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1610.0
11652,2020091311,2020-09-13,1,11,24,ARI,SF,2,7,28,7,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1584.0
11653,2020091311,2020-09-13,1,11,0,ARI,SF,1,10,35,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,1,0,,1560.0
11654,2020091311,2020-09-13,1,10,58,ARI,SF,2,20,25,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1558.0
11655,2020091311,2020-09-13,1,10,5,SF,ARI,1,10,24,76,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,0,0,,1505.0
11657,2020091311,2020-09-13,1,9,53,ARI,SF,1,10,25,1,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1493.0
11658,2020091311,2020-09-13,1,9,20,ARI,SF,2,9,26,2,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1460.0
11660,2020091311,2020-09-13,1,6,55,SF,ARI,1,10,25,-7,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,1315.0
11661,2020091311,2020-09-13,1,6,9,SF,ARI,2,17,18,14,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1269.0
11662,2020091311,2020-09-13,1,5,29,SF,ARI,3,3,32,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,1229.0
11664,2020091311,2020-09-13,1,5,17,ARI,SF,1,10,22,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1217.0
11665,2020091311,2020-09-13,1,4,52,ARI,SF,2,8,24,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,1192.0
11666,2020091311,2020-09-13,1,4,45,ARI,SF,3,8,24,13,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,1,0,,1185.0
11669,2020091311,2020-09-13,1,4,1,SF,ARI,1,10,38,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1141.0
11670,2020091311,2020-09-13,1,3,19,SF,ARI,2,1,47,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1099.0
11671,2020091311,2020-09-13,2,9,27,ARI,SF,1,10,46,15,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,567.0
11672,2020091311,2020-09-13,2,7,28,SF,ARI,1,10,42,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,448.0
11673,2020091311,2020-09-13,2,6,52,SF,ARI,2,7,45,18,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,412.0
11674,2020091311,2020-09-13,2,5,16,ARI,SF,1,10,14,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,316.0
11675,2020091311,2020-09-13,2,4,7,ARI,SF,1,10,28,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,247.0
11678,2020091311,2020-09-13,3,14,55,ARI,SF,1,10,37,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,1,0,LEFT END,1795.0
11679,2020091311,2020-09-13,3,9,49,SF,ARI,1,10,39,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1489.0
11680,2020091311,2020-09-13,3,9,7,SF,ARI,2,8,41,-4,SHOTGUN,PASS,0,0,0,0,,1,0,0,0,0,,1447.0
11681,2020091311,2020-09-13,3,8,21,SF,ARI,3,12,37,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1401.0
11684,2020091311,2020-09-13,3,8,0,ARI,SF,1,10,38,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1380.0
11685,2020091311,2020-09-13,3,7,25,ARI,SF,2,3,45,3,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1345.0
11686,2020091401,2020-09-14,4,3,0,TEN,DEN,2,2,18,9,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,180.0
11687,2020091401,2020-09-14,4,2,41,TEN,DEN,1,10,27,5,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,161.0
11688,2020091401,2020-09-14,4,2,21,TEN,DEN,2,5,32,6,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,141.0
11689,2020091401,2020-09-14,4,2,1,TEN,DEN,1,10,38,16,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,121.0
11690,2020091401,2020-09-14,4,1,58,TEN,DEN,1,10,49,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,0,0,,118.0
11691,2020091401,2020-09-14,4,1,55,TEN,DEN,2,10,49,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,1,0,,115.0
11693,2020091401,2020-09-14,4,0,17,DEN,TEN,1,10,25,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,17.0
11694,2020091401,2020-09-14,4,0,9,DEN,TEN,2,10,25,18,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,9.0
11695,2020091401,2020-09-14,4,0,2,DEN,TEN,1,10,43,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,2.0
11696,2020091311,2020-09-13,4,0,33,ARI,SF,1,10,16,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,33.0
11697,2020091311,2020-09-13,4,0,26,ARI,SF,2,1,25,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,26.0
11698,2020091312,2020-09-13,1,11,37,DAL,LA,1,10,25,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1597.0
11699,2020091312,2020-09-13,1,11,11,DAL,LA,2,1,34,10,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1571.0
11700,2020091312,2020-09-13,1,10,44,DAL,LA,1,10,44,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1544.0
11701,2020091312,2020-09-13,1,9,12,DAL,LA,3,16,48,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1452.0
11704,2020091306,2020-09-13,4,7,55,GB,MIN,1,10,25,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,475.0
11705,2020091306,2020-09-13,4,7,10,GB,MIN,2,5,30,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,430.0
11706,2020091306,2020-09-13,4,6,26,GB,MIN,1,10,37,4,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,386.0
11707,2020091306,2020-09-13,4,5,40,GB,MIN,2,6,41,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,340.0
11708,2020091306,2020-09-13,4,5,5,GB,MIN,1,10,47,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,1,0,RIGHT END,305.0
11709,2020091306,2020-09-13,4,4,59,GB,MIN,1,20,37,40,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,0,0,,299.0
11711,2020091306,2020-09-13,4,3,19,MIN,GB,1,10,25,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,199.0
11712,2020091306,2020-09-13,4,3,0,MIN,GB,2,4,31,7,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,180.0
11713,2020091306,2020-09-13,4,2,40,MIN,GB,1,10,38,9,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,160.0
11714,2020091306,2020-09-13,4,2,15,MIN,GB,2,1,47,8,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,135.0
11719,2020091307,2020-09-13,1,15,0,MIA,NE,1,10,25,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,1800.0
11720,2020091307,2020-09-13,1,14,30,MIA,NE,2,6,29,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1770.0
11721,2020091307,2020-09-13,1,13,51,MIA,NE,3,4,31,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1731.0
11723,2020091307,2020-09-13,1,12,55,NE,MIA,1,10,20,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1675.0
11724,2020091307,2020-09-13,1,12,15,NE,MIA,2,3,27,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1635.0
11725,2020091307,2020-09-13,1,11,39,NE,MIA,1,10,37,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1599.0
11726,2020091307,2020-09-13,1,11,1,NE,MIA,2,5,42,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1561.0
11727,2020091307,2020-09-13,1,10,27,NE,MIA,3,1,46,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1527.0
11728,2020091307,2020-09-13,1,9,49,NE,MIA,1,10,48,0,UNDER CENTER,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,0,0,,1489.0
11729,2020091307,2020-09-13,1,9,43,NE,MIA,2,10,48,-9,UNDER CENTER,PASS,0,0,0,0,,1,0,0,0,0,,1483.0
11731,2020091307,2020-09-13,1,8,7,MIA,NE,1,10,11,12,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1387.0
11732,2020091307,2020-09-13,1,6,51,MIA,NE,2,8,25,-5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,1,0,0,,1311.0
11733,2020091307,2020-09-13,1,6,13,MIA,NE,3,2,31,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1273.0
11735,2020091307,2020-09-13,2,13,12,MIA,NE,1,10,25,14,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,792.0
11736,2020091307,2020-09-13,2,12,32,MIA,NE,1,10,39,-1,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,752.0
11737,2020091307,2020-09-13,2,11,52,MIA,NE,2,11,38,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,712.0
11738,2020091307,2020-09-13,2,11,47,MIA,NE,3,11,38,15,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,1,0,0,0,,707.0
11739,2020091307,2020-09-13,2,9,9,MIA,NE,1,10,13,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,549.0
11740,2020091307,2020-09-13,2,7,48,MIA,NE,1,10,23,18,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,0,0,,468.0
11741,2020091307,2020-09-13,2,7,26,MIA,NE,1,10,41,5,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,446.0
11742,2020091307,2020-09-13,2,6,47,MIA,NE,2,5,46,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,407.0
11744,2020091307,2020-09-13,2,3,53,NE,MIA,1,10,25,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,233.0
11745,2020091307,2020-09-13,2,3,50,NE,MIA,2,10,25,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,230.0
11746,2020091307,2020-09-13,2,3,8,NE,MIA,3,6,29,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,188.0
11748,2020091307,2020-09-13,2,2,13,MIA,NE,1,10,8,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,133.0
11750,2020091307,2020-09-13,2,2,0,MIA,NE,2,2,16,10,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,120.0
11751,2020091307,2020-09-13,2,1,42,MIA,NE,1,10,26,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,102.0
11752,2020091307,2020-09-13,2,1,38,MIA,NE,2,10,26,15,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,98.0
11753,2020091307,2020-09-13,2,1,32,MIA,NE,1,10,41,-1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,92.0
11754,2020091307,2020-09-13,2,0,49,MIA,NE,3,2,49,8,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,1,0,RIGHT GUARD,49.0
11755,2020091307,2020-09-13,2,0,44,MIA,NE,3,5,46,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,44.0
11756,2020091307,2020-09-13,2,0,31,NE,MIA,1,10,44,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,31.0
11759,2020091307,2020-09-13,3,15,0,NE,MIA,1,10,25,10,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1800.0
11760,2020091307,2020-09-13,3,14,18,NE,MIA,1,10,35,16,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1758.0
11762,2020091307,2020-09-13,3,10,14,MIA,NE,1,10,25,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1514.0
11763,2020091307,2020-09-13,3,9,34,MIA,NE,2,8,27,3,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1474.0
11764,2020091307,2020-09-13,3,8,54,MIA,NE,3,5,30,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,1434.0
11766,2020091307,2020-09-13,3,8,42,NE,MIA,1,10,21,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1422.0
11767,2020091307,2020-09-13,3,8,0,NE,MIA,2,9,22,13,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,1380.0
11768,2020091307,2020-09-13,3,7,16,NE,MIA,1,10,35,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1336.0
11769,2020091307,2020-09-13,3,6,36,NE,MIA,2,6,39,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,1296.0
11770,2020091307,2020-09-13,3,6,1,NE,MIA,1,10,47,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1261.0
11771,2020091307,2020-09-13,3,0,54,MIA,NE,1,10,20,14,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,954.0
11772,2020091307,2020-09-13,3,0,27,MIA,NE,1,10,34,5,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,927.0
11773,2020091312,2020-09-13,1,8,59,LA,DAL,1,10,17,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1439.0
11774,2020091312,2020-09-13,1,0,2,DAL,LA,1,10,20,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,902.0
11775,2020091312,2020-09-13,2,15,0,DAL,LA,2,10,20,24,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,1,0,,900.0
11776,2020091312,2020-09-13,2,14,42,DAL,LA,1,10,34,4,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,882.0
11777,2020091312,2020-09-13,2,14,6,DAL,LA,2,6,38,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,846.0
11779,2020091312,2020-09-13,2,12,24,LA,DAL,1,10,25,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT GUARD,744.0
11780,2020091312,2020-09-13,2,11,59,LA,DAL,1,10,36,14,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,719.0
11782,2020091312,2020-09-13,2,4,36,LA,DAL,2,6,47,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,276.0
11783,2020092000,2020-09-20,2,4,23,CHI,NYG,2,7,37,16,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,0,0,,263.0
11784,2020092000,2020-09-20,2,0,8,NYG,CHI,1,10,49,12,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,8.0
11785,2020092000,2020-09-20,3,3,57,NYG,CHI,1,10,5,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1137.0
11786,2020092000,2020-09-20,3,3,28,NYG,CHI,2,3,12,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1108.0
11788,2020091400,2020-09-14,4,5,23,NYG,PIT,1,10,25,15,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,0,0,,323.0
11793,2020091401,2020-09-14,1,14,5,TEN,DEN,1,15,26,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,0,0,,1745.0
11795,2020091401,2020-09-14,1,13,21,TEN,DEN,1,10,43,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1701.0
11796,2020091401,2020-09-14,1,12,39,TEN,DEN,2,6,47,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1659.0
11797,2020091401,2020-09-14,1,13,58,TEN,DEN,2,20,21,22,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1738.0
11798,2020091401,2020-09-14,1,12,0,TEN,DEN,3,5,48,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,1620.0
11800,2020091401,2020-09-14,1,11,48,DEN,TEN,1,10,11,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1608.0
11801,2020091401,2020-09-14,1,11,12,DEN,TEN,2,3,18,17,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1572.0
11803,2020091401,2020-09-14,1,8,52,TEN,DEN,1,10,13,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT TACKLE,1432.0
11804,2020091401,2020-09-14,1,8,10,TEN,DEN,2,7,16,16,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1390.0
11806,2020091401,2020-09-14,1,0,26,TEN,DEN,1,10,25,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,926.0
11807,2020091401,2020-09-14,2,15,0,TEN,DEN,2,8,27,4,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,900.0
11808,2020091401,2020-09-14,2,14,15,TEN,DEN,3,4,31,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,0,0,,855.0
11810,2020091401,2020-09-14,2,13,55,DEN,TEN,1,10,6,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,835.0
11811,2020091401,2020-09-14,2,13,16,DEN,TEN,2,4,12,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT GUARD,796.0
11812,2020091401,2020-09-14,2,12,33,DEN,TEN,3,1,15,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,753.0
11813,2020091401,2020-09-14,2,11,51,DEN,TEN,1,10,21,2,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,1,0,0,,711.0
11814,2020091401,2020-09-14,2,0,8,DEN,TEN,1,10,34,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,8.0
11815,2020091401,2020-09-14,2,0,2,DEN,TEN,2,2,42,25,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,1,0,0,,2.0
11817,2020091401,2020-09-14,3,15,0,DEN,TEN,1,10,25,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,1800.0
11818,2020091401,2020-09-14,3,14,54,DEN,TEN,2,10,25,7,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,1794.0
11819,2020091401,2020-09-14,3,13,27,TEN,DEN,2,6,25,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,RIGHT END,1707.0
11820,2020091401,2020-09-14,3,13,6,TEN,DEN,3,1,30,3,NO HUDDLE,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1686.0
11821,2020091401,2020-09-14,3,12,29,TEN,DEN,1,10,33,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,1649.0
11822,2020091401,2020-09-14,3,12,7,TEN,DEN,2,9,34,0,NO HUDDLE,PASS,0,1,0,0,DEEP LEFT,0,1,0,1,0,,1627.0
11823,2020091401,2020-09-14,3,12,0,TEN,DEN,1,10,49,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,1620.0
11824,2020091401,2020-09-14,3,11,27,TEN,DEN,2,10,49,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1587.0
11825,2020091401,2020-09-14,3,7,28,DEN,TEN,1,10,32,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT END,1348.0
11826,2020091401,2020-09-14,3,6,51,DEN,TEN,2,12,30,-2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,1311.0
11827,2020091401,2020-09-14,3,6,13,DEN,TEN,3,14,28,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,0,0,,1273.0
11829,2020091401,2020-09-14,4,9,8,TEN,DEN,1,10,25,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,548.0
11830,2020091700,2020-09-17,2,15,0,CIN,CLE,2,19,29,13,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,0,0,,900.0
11832,2020092001,2020-09-20,4,14,17,DAL,ATL,1,10,24,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,LEFT TACKLE,857.0
11833,2020092001,2020-09-20,4,13,43,DAL,ATL,1,10,35,0,UNDER CENTER,PASS,0,1,1,0,DEEP RIGHT,0,0,0,0,0,,823.0
11834,2020092001,2020-09-20,4,13,37,DAL,ATL,2,10,35,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,817.0
11835,2020092001,2020-09-20,4,12,59,DAL,ATL,3,5,40,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,1,0,,779.0
11836,2020092001,2020-09-20,4,12,53,DAL,ATL,4,5,40,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,0,0,CENTER,773.0
11838,2020092001,2020-09-20,4,7,57,DAL,ATL,1,10,25,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,0,0,,477.0
